fold_id,test_subject,feature,coefficient,abs_coefficient
8,Subject304,alpha_FC5,0.28777310759264746,0.28777310759264746
8,Subject304,beta_FC5,-0.4247970119999749,0.4247970119999749
8,Subject304,delta_FC6,-0.03216833446117061,0.03216833446117061
8,Subject304,theta_FC6,0.11223874818314468,0.11223874818314468
8,Subject304,alpha_FC6,0.10334956638507746,0.10334956638507746
8,Subject304,beta_FC6,-0.6520917727935989,0.6520917727935989
8,Subject304,delta_O2,-0.5584991392301298,0.5584991392301298
8,Subject304,theta_O2,0.08523059680970212,0.08523059680970212
8,Subject304,alpha_O2,-0.060218806285261495,0.060218806285261495
8,Subject304,beta_O2,-1.0916064153312253,1.0916064153312253
8,Subject304,delta_O1,0.358616202932774,0.358616202932774
8,Subject304,theta_O1,0.4700187291992751,0.4700187291992751
8,Subject304,alpha_O1,-0.21290950688948668,0.21290950688948668
8,Subject304,beta_O1,-0.14012213385687053,0.14012213385687053
